Category,Subcategory,Name,Description,Community Comments,Key Concepts,URL,Date Added,Source,Status,Type,Verification Status
Books,Foundational Theory,All About Love by bell hooks,Defines love as action and political practice rather than sentiment,Core framework for revolution of love - love as concrete practice in infrastructure design,"Love as political action, love requires justice",https://www.goodreads.com/book/show/17607.All_About_Love,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Book,Verified
Books,Foundational Theory,Man's Search for Meaning by Viktor Frankl,Meaning must be found through action and attitude not given through framework,Addresses Kristine's question about meaning-making - meaning emerges through engaged work,"Meaning through practice, logotherapy",https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Book,Verified
Books,Foundational Theory,The Human Condition by Hannah Arendt,Loneliness as political condition created by loss of public realm,Explains loneliness epidemic as infrastructure problem not personal failure,"Public realm, political action, loneliness as systemic",https://www.goodreads.com/book/show/66278.The_Human_Condition,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Book,Verified
Books,Foundational Theory,Peace (Shalom) by Walter Brueggemann,Hebrew shalom as wholeness and right relationships not absence of conflict,Theological foundation for community of shalom - wholeness through right relationship,"Shalom, economic justice, completeness",https://www.goodreads.com/book/show/180893.Peace,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Book,Verified
Books,Strategy & Practice,Emergent Strategy by adrienne maree brown,Small-scale practice that creates conditions for emergence and transformation,Direct application to Sandy Creek as microcosm - replication through adaptation not scaling,"Fractals, emergence, small is all, move at speed of trust",https://www.goodreads.com/book/show/29633913-emergent-strategy,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Book,Verified
Books,Strategy & Practice,The Next American Revolution by Grace Lee Boggs,Revolution as returning to fundamental humanity not overthrowing systems,Reframes revolution from war to recovery of human capacity to make/care/govern,"Transformative organizing, place-based change, beloved community",https://www.goodreads.com/book/show/11325321-the-next-american-revolution,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Book,Verified
Books,Economics & Systems,Small is Beautiful by E.F. Schumacher,Appropriate technology and economics as if people mattered,Foundation for OSE/Fab Lab approach - locally maintainable technology,"Appropriate technology, Buddhist economics, human-scale",https://www.goodreads.com/book/show/1117786.Small_Is_Beautiful,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Book,Verified
Books,Economics & Systems,Governing the Commons by Elinor Ostrom,Principles for successful commons management by communities,Theoretical foundation for Platform Commons governance model,"Commons governance, Ostrom's 8 principles, polycentric governance",https://www.goodreads.com/book/show/1048424.Governing_the_Commons,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Book,Verified
Books,Economics & Systems,Doughnut Economics by Kate Raworth,Economic model meeting human needs within planetary boundaries,Framework for balancing community needs with ecological limits,"Regenerative economics, safe and just space, circular economy",https://www.goodreads.com/book/show/29214420-doughnut-economics,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Book,Verified
Books,Economics & Systems,The Community Resilience Reader edited by Daniel Lerch,Essential resources for community-led resilience and transition,Comprehensive overview of community resilience strategies and case studies,"Community resilience, climate adaptation, local action",https://www.goodreads.com/book/show/31451273-the-community-resilience-reader,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Book,Verified
People,Theorists & Writers,bell hooks (Gloria Jean Watkins),Cultural critic and author on love as political practice and transformative force,Language for revolution of love as concrete action not sentiment,"Love ethic, critical pedagogy, intersectionality",https://en.wikipedia.org/wiki/Bell_hooks,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Theorists & Writers,Viktor Frankl,Psychiatrist and Holocaust survivor who developed logotherapy,Framework for finding meaning through practice not predetermined narrative,"Meaning through action, attitude, logotherapy",https://en.wikipedia.org/wiki/Viktor_Frankl,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Theorists & Writers,Hannah Arendt,Political philosopher on public realm and human condition,Understanding loneliness as systemic loss of spaces for genuine encounter,"Political action, public realm, totalitarianism",https://en.wikipedia.org/wiki/Hannah_Arendt,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Theorists & Writers,Walter Brueggemann,Old Testament scholar and theologian on prophetic imagination,Theological grounding for shalom as completeness and justice,"Prophetic imagination, shalom, covenant",https://en.wikipedia.org/wiki/Walter_Brueggemann,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Practitioners & Organizers,adrienne maree brown,Facilitator and author of Emergent Strategy and pleasure activism,Practical methodology for transformation through small-scale practice,"Emergent strategy, somatics, pleasure activism, science fiction",https://adriennemareebrown.net,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Practitioners & Organizers,Grace Lee Boggs (1915-2015),Philosopher and activist in Detroit for 70+ years,Model for long-term place-based transformation and visionary organizing,"Transformative organizing, beloved community, place-based revolution",https://en.wikipedia.org/wiki/Grace_Lee_Boggs,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Practitioners & Organizers,Aaron Titus,Founder of Crisis Cleanup and architect of Unmarkets framework,Direct influence - Unmarkets philosophy and coordination infrastructure model,"Unmarkets, loss internalization, disaster coordination",https://www.crisiscleanup.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Practitioners & Organizers,Elinor Ostrom (1933-2012),Nobel Prize economist who studied commons governance,Empirical foundation for Platform Commons governance approach,"Commons governance, polycentric systems, institutional analysis",https://en.wikipedia.org/wiki/Elinor_Ostrom,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Practitioners & Organizers,E.F. Schumacher (1911-1977),Economist and author of Small is Beautiful,Intellectual ancestor for technology approach and human-scale economics,"Appropriate technology, Buddhist economics, decentralization",https://en.wikipedia.org/wiki/E._F._Schumacher,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Contemporary Practitioners,Trebor Scholz,Founder of Platform Cooperativism Consortium at The New School,Leading voice on democratic ownership of digital platforms,"Platform cooperativism, digital labor, cooperative ownership",https://platform.coop,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Contemporary Practitioners,David Bollier,Commons activist scholar and author,Thought leader on commons transition and governance,"Commons, commoning, peer governance",https://www.bollier.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Contemporary Practitioners,Michel Bauwens,Founder of P2P Foundation and commons theorist,Framework for commons-based peer production and economic models,"Peer production, commons-based economy, cosmo-local production",https://blog.p2pfoundation.net,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Contemporary Practitioners,Nathan Schneider,Media studies professor and platform coop advocate,Research and advocacy on democratic platform ownership,"Platform cooperativism, governance, cryptoeconomics",https://nathanschneider.info,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Contemporary Practitioners,Marjorie Kelly,Author and Democracy Collaborative leader on community wealth,Strategies for community-controlled economic development,"Community wealth building, ownership design, stakeholder economy",https://democracycollaborative.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Contemporary Practitioners,Gar Alperovitz,Political economist and Next System Project co-founder,Visionary work on democratic economy and system transformation,"Pluralist commonwealth, community wealth, system change",https://thenextsystem.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Contemporary Practitioners,Carol Sanford,Regenerative business educator and author,Framework for regenerative vs extractive systems thinking,"Regenerative paradigm, living systems, developmental approach",https://carolsanford.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Contemporary Practitioners,Otto Scharmer,MIT lecturer and Theory U developer,Methodology for sensing and actualizing emerging future possibilities,"Theory U, presencing, social technology",https://www.ottoscharmer.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Contemporary Practitioners,Kate Raworth,Economist and Doughnut Economics creator,Economic framework for social foundation and ecological ceiling,"Doughnut economics, regenerative design, distributive economy",https://www.kateraworth.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Contemporary Practitioners,Stacco Troncoso,P2P Foundation and Guerrilla Media Collective co-founder,Practical strategies for commons-based organizing and culture,"Commons transition, cooperative culture, DisCO manifesto",https://wiki.p2pfoundation.net/Stacco_Troncoso,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Historical Figures,Langdon Winner,Political theorist who wrote Do Artifacts Have Politics,Understanding that infrastructure design is inherently political,"Technology and politics, artifacts embody values",https://en.wikipedia.org/wiki/Langdon_Winner,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Historical Figures,Paulo Freire (1921-1997),Educator who developed critical pedagogy and concept of praxis,Framework for learning/doing/being as integrated practice,"Praxis, critical consciousness, liberation education",https://en.wikipedia.org/wiki/Paulo_Freire,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
People,Historical Figures,Thich Nhat Hanh (1926-2022),Zen Buddhist monk and peace activist,Practice-based approach to meaning and presence,"Mindfulness, engaged Buddhism, interbeing",https://plumvillage.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Person,Verified
Organizations,Disaster & Resilience,Crisis Cleanup,Platform for disaster coordination used in 250+ disasters,Primary model for coordination infrastructure and Unmarkets philosophy,"Unmarkets, coordination infrastructure, zero cost to communities",https://www.crisiscleanup.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Disaster & Resilience,Build Change,Owner-driven reconstruction in 7 countries - 87000+ homes,Proven methodology for housing reconstruction with community control,"Owner-driven reconstruction, appropriate technology, resilience",https://buildchange.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Disaster & Resilience,Mutual Aid Disaster Relief,Grassroots disaster solidarity network,Model for community-led disaster response without organizational intermediaries,"Mutual aid, solidarity not charity, autonomous response",https://mutualaiddisasterrelief.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Disaster & Resilience,Team Rubicon,Veteran-led disaster response organization,Potential partner for workforce development and reconstruction,"Veteran service, disaster response, purpose",https://teamrubiconusa.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Platform Cooperatives,Platform Cooperativism Consortium,Global network for democratic platform ownership,Primary network for platform cooperative movement and conferences,"Platform coops, worker ownership, digital democracy",https://platform.coop,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Platform Cooperatives,P2P Foundation,Global network for peer production and commons,Theoretical and practical resources for commons-based production,"Peer production, commons, cosmo-local",https://www.p2pfoundation.net,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Commons & Economics,Democracy Collaborative,Research and consulting on community wealth building,Strategies and case studies for community-controlled economic development,"Community wealth, anchor institutions, cooperative economy",https://democracycollaborative.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Commons & Economics,The Next System Project,Network exploring alternatives to current economic system,Big-picture thinking on economic system transformation,"System change, pluralist economy, democratic ownership",https://thenextsystem.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Commons & Economics,New Economy Coalition,Network of organizations building new economy,Broad coalition working on economic alternatives,"Solidarity economy, cooperative development, racial justice",https://neweconomy.net,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Commons & Economics,Cooperation Jackson,Mississippi solidarity economy and cooperative network,Inspiring model of place-based solidarity economy building,"Solidarity economy, community production, cooperative commonwealth",https://cooperationjackson.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Technology & Open Source,Open Source Ecology,Global Village Construction Set - 50 industrial machines,Core technology partner for Fab Lab and manufacturing infrastructure,"Open source hardware, distributed manufacturing, resilience",https://www.opensourceecology.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Technology & Open Source,Farm Hack,Open source agricultural technology community,Model for open source technology development and sharing,"Open source agriculture, appropriate technology, knowledge commons",https://farmhack.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Technology & Open Source,Public Lab,Community science and environmental monitoring,Approach to community-controlled technology for environmental monitoring,"Community science, environmental justice, open hardware",https://publiclab.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Environmental Justice,Movement Generation,Justice and ecology network,Framework for transition from extractive to regenerative economy,"Just transition, ecological justice, frontline communities",https://movementgeneration.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Environmental Justice,Post Carbon Institute,Community resilience and energy transition,Research and resources on community-scale resilience,"Peak oil, community resilience, localization",https://www.postcarbon.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Environmental Justice,Grassroots Global Justice Alliance,Climate justice alliance of grassroots organizing groups,Network connecting local organizing to global justice movement,"Climate justice, just transition, grassroots organizing",https://ggjalliance.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Funding & Support,Omidyar Network,Impact investment reimagining capitalism,Potential funder aligned with systemic approach,"Reimagining capitalism, systems change, responsible technology",https://omidyar.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Funding & Support,Skoll Foundation,Social entrepreneurship and systems change,Target funder for replicable models,"Social entrepreneurship, large-scale change, resilience",https://skoll.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Funding & Support,MacArthur Foundation,Creative and effective institutions building more just world,Target funder for ambitious long-term systems work,"Systems change, climate solutions, nuclear challenges",https://www.macfound.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Funding & Support,Kresge Foundation,Opportunity for people with low incomes in America's cities,Target funder for community infrastructure in urban areas,"Urban opportunity, environment, health, community development",https://kresge.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Networks & Coalitions,US Federation of Worker Cooperatives,National grassroots membership for worker cooperatives,Network and resources for worker cooperative development,"Worker cooperatives, democratic economy, cooperative development",https://usworker.coop,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Networks & Coalitions,Grassroots Economic Organizing (GEO),Collective promoting solidarity economy,Newsletter and resources on cooperative and commons organizing,"Solidarity economy, cooperatives, commons",https://geo.coop,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Networks & Coalitions,Zebras Unite,Alternative to unicorn startups - sustainable businesses,Movement for businesses that are both profitable and purpose-driven,"Alternative entrepreneurship, cooperative capital, ethical business",https://zebrasunite.coop,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Networks & Coalitions,Community-Wealth.org,Online gateway to community wealth building resources,Comprehensive database of community wealth building strategies,"Community wealth, democratic ownership, anchor institutions",https://community-wealth.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Networks & Coalitions,Regenerative Communities Network,Network of communities practicing regenerative development,Community of practice for regenerative approaches,"Regenerative development, place-based change, whole systems",https://regenerativecommunities.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,International,Catalan Integral Cooperative,Comprehensive cooperative system in Catalonia Spain,Large-scale example of comprehensive cooperative economy,"Integral cooperativism, commons, economic sovereignty",https://cooperativa.cat,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,International,Mondragon Corporation,World's largest worker cooperative in Basque region,Proven model of worker cooperative at scale,"Worker cooperatives, cooperative bank, technical education",https://www.mondragon-corporation.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,International,Transition Network,Communities preparing for climate change and peak oil,Global network of communities building local resilience,"Transition towns, community resilience, relocalization",https://transitionnetwork.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Research & Policy,Groundswell Network,Transforming philanthropy through participatory grantmaking,Model for community-controlled funding decisions,"Participatory grantmaking, community leadership, trust-based philanthropy",https://groundswellnetwork.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Organizations,Research & Policy,Sustainable Economies Law Center,Legal support for cooperatives and sustainable enterprises,Legal frameworks and support for cooperative structures,"Cooperative law, shared enterprise, local economy",https://www.theselc.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Organization,Verified
Government,Federal Programs,FEMA Public Assistance,Infrastructure repair and replacement after disasters,Primary funding source for disaster recovery infrastructure,"Disaster recovery, infrastructure, emergency management",https://www.fema.gov/assistance/public,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Government,Federal Programs,Economic Development Administration,Commerce department economic development programs,Potential funder for Fab Lab and economic development infrastructure,"Economic development, infrastructure, innovation",https://www.eda.gov,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Government,Federal Programs,National Science Foundation,Science and engineering research and education,Potential funder for innovative disaster resilience research,"Research, STEM education, convergence research",https://www.nsf.gov,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Government,State Programs,Texas Workforce Commission,Workforce development and unemployment services in Texas,Partner for workforce development programs through Fab Lab,"Workforce development, job training, employment services",https://www.twc.texas.gov,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Government,Policy Frameworks,Community Reinvestment Act,Encourages banks to meet credit needs of communities,Policy framework for community investment and development,"Community investment, fair lending, economic development",https://www.federalreserve.gov/consumerscommunities/cra_about.htm,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Government,Policy Frameworks,New Markets Tax Credit,Tax credit for investment in low-income communities,Financing tool for community infrastructure investment,"Community development, investment, tax incentive",https://www.cdfifund.gov/programs-training/programs/new-markets-tax-credit,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Technology,Communication,Meshtastic,Open source LoRa mesh network for off-grid communication,Core technology for offline-first communication resilience,"Mesh networking, LoRa, resilient communication, off-grid",https://meshtastic.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Tool,Verified
Technology,Communication,Briar,Encrypted messaging app that works without internet via mesh,Alternative for encrypted off-grid communication,"Encrypted messaging, mesh networking, peer-to-peer",https://briarproject.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Tool,Verified
Technology,Communication,Scuttlebutt,Decentralized social network protocol,Model for decentralized community communication,"Decentralized social media, peer-to-peer, offline-first",https://scuttlebutt.nz,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Tool,Verified
Technology,Collaboration,NextCloud,Self-hosted cloud platform - foundation for CommonCloud,Core technology platform for CommonCloud/CloudCom̼n,"Self-hosted, privacy, collaboration, file sharing",https://nextcloud.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Tool,Verified
Technology,Collaboration,Loomio,Collaborative decision-making platform,Tool for democratic governance and group decisions,"Decision-making, deliberation, consensus",https://www.loomio.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Tool,Verified
Technology,Collaboration,Decidim,Participatory democracy platform used by Barcelona,Platform for large-scale democratic participation,"Participatory democracy, civic engagement, open source",https://decidim.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Tool,Verified
Technology,Coordination,Karrot,Open source platform for grassroots organizing and resource sharing,Model for community resource coordination,"Food sharing, resource coordination, community organizing",https://karrot.world,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Tool,Verified
Technology,Coordination,Open Food Network,Platform for local food systems and distribution,Infrastructure for local food coordination and distribution,"Food systems, local economy, cooperative logistics",https://www.openfoodnetwork.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Tool,Verified
Technology,Mapping & GIS,OpenStreetMap,Collaborative mapping project creating free editable world map,Open alternative to proprietary mapping for community use,"Collaborative mapping, open data, geographic commons",https://www.openstreetmap.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Tool,Verified
Technology,Mapping & GIS,Ushahidi,Platform for crowdsourcing crisis information,Tool for community-driven crisis information gathering,"Crisis mapping, crowdsourcing, citizen reporting",https://www.ushahidi.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Tool,Verified
Technology,Mapping & GIS,ESRI ArcGIS,Professional GIS software (nonprofit program available),Professional mapping tool Gifted Dreamers already uses,"GIS, mapping, spatial analysis, data visualization",https://www.esri.com/en-us/arcgis/products/arcgis-online/overview,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Tool,Verified
Technology,Knowledge Commons,Discourse,Open source discussion platform for communities,Platform for community knowledge sharing and discussion,"Discussion forum, community, open source",https://www.discourse.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Tool,Verified
Technology,Knowledge Commons,Wiki.js,Modern open source wiki platform,Tool for community knowledge documentation and sharing,"Documentation, knowledge base, collaboration",https://js.wiki,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Tool,Verified
